year,milage,engine_size,price
2016,185081,1.8,62706.33
2017,139955,4.3,76749.82
2005,305693,3.3,43866.3
2025,15930,2.1,84868.45
2001,320000,3.0,41840.11
2013,204479,4.4,64088.49
2018,77038,1.5,70956.2
2023,47673,1.5,79558.28
2007,276884,2.7,46473.18
2009,246882,2.6,43527.73
2001,236334,3.1,46760.96
2017,101090,3.8,71549.65
2005,320000,2.1,36326.39
2016,107526,3.2,70517.31
2002,320000,2.6,41816.96
2013,214831,2.9,54880.06
2012,157162,1.5,49355.89
2013,216380,4.8,62118.88
2008,183517,5.1,65339.95
2004,205928,4.3,54815.34
2020,93811,2.8,75140.76
2024,32788,1.3,77235.16
2007,257183,2.7,49362.27
2012,221244,3.8,60529.15
2002,320000,1.6,37851.69
2004,320000,3.2,43457.71
2009,149561,1.9,56329.56
2019,98305,3.9,76559.39
2018,149687,1.4,65787.04
2019,45702,4.3,85843.31
2002,320000,3.4,40437.92
2001,320000,2.1,34792.44
2007,240864,4.2,54148.0
2008,305707,3.7,54737.14
2013,248876,2.2,55541.65
2015,98470,3.0,64879.23
2005,262624,3.5,53426.34
2022,28421,1.2,75385.22
2020,71525,1.5,70084.84
2008,276782,4.5,56911.71
2017,166171,3.5,70793.7
2008,220296,3.8,57984.19
2001,220515,3.5,50133.66
2019,135127,2.4,66908.46
2002,209480,1.4,41212.4
2005,240313,4.6,63591.76
2008,297124,4.0,58872.07
2024,40915,4.7,89752.57
2015,175922,1.7,56141.14
2021,70211,4.0,82300.5
2024,22999,1.7,77373.84
2024,18236,1.7,77918.81
2016,157273,2.0,62786.69
2009,204182,2.8,52033.88
2010,294645,2.1,51607.71
2004,188961,3.1,52898.54
2015,126452,2.9,59946.26
2015,226460,4.7,69829.51
2026,0,4.4,94408.5
2005,146878,4.3,62505.28
2020,46226,2.9,77511.28
2007,262451,1.6,44473.91
2002,320000,3.8,49810.87
2010,130860,3.6,65651.77
2026,12290,4.0,94998.59
2012,197644,4.2,62369.35
2005,314361,4.5,51582.19
2008,240234,4.6,60817.2
2018,132700,4.4,79293.29
2007,290740,3.0,48999.02
2006,284454,4.1,51301.79
2006,316487,1.4,42793.52
2002,250005,1.6,38818.67
2018,156413,4.4,85314.66
2008,310376,3.0,47245.49
2008,139788,3.0,58871.57
2008,230368,1.9,45012.64
2018,84840,5.0,74130.57
2023,23637,2.4,78929.59
2020,87118,4.2,77478.09
2015,205267,3.6,63829.48
2019,63450,3.3,72850.94
2006,193407,1.1,47476.7
2024,43627,1.9,77833.57
2016,172457,2.9,62932.18
2025,22162,5.1,92791.65
2007,254398,4.7,56312.04
2003,261019,5.1,50282.46
2019,105349,4.0,80083.04
2008,320000,1.2,39871.31
2005,178742,2.7,52992.53
2021,92879,4.5,78809.1
2014,85564,3.1,69220.14
2021,89456,2.7,68922.0
2006,320000,5.2,56818.26
2001,320000,1.5,31725.08
2011,133612,2.9,62469.22
2025,21218,3.1,81513.13
2015,108522,2.3,67736.24
2023,60564,5.0,86303.78
2022,53761,2.8,80203.88
2024,49346,1.4,73744.12
2012,137365,3.6,65774.19
2005,320000,3.9,49159.32
2024,25533,3.2,85257.57
2013,219967,3.4,59064.92
2008,320000,2.8,48340.8
2011,185475,2.9,60931.49
2021,111732,4.3,76930.66
2009,320000,5.1,58467.73
2022,25170,3.9,88831.75
2006,320000,1.3,44660.13
2008,245664,1.3,48544.93
2003,320000,2.5,40014.98
2023,57437,3.8,81263.12
2023,73263,4.6,82087.4
2005,235390,2.0,40995.35
2014,92896,2.1,65286.26
2021,49283,3.5,83340.95
2016,101549,1.6,63802.66
2017,156355,2.0,62975.71
2007,320000,5.0,58261.28
2000,227000,1.6,32467.39
2025,4216,1.8,81406.11
2024,23376,2.4,82609.43
2025,23667,4.0,90113.0
2001,320000,3.4,42810.91
2018,151348,1.8,67666.81
2006,158070,5.0,68876.26
2008,208245,1.9,48040.58
2011,120876,4.5,61965.8
2006,280346,3.3,50958.87
2016,137413,4.3,74419.23
2016,88373,3.9,75885.25
2025,0,4.6,92603.91
2022,51757,1.9,74691.61
2018,132357,2.5,66814.02
2026,5282,1.3,81138.91
2011,235215,3.6,56580.57
2001,320000,2.9,34372.13
2023,41716,4.7,94719.25
2009,221636,2.6,46714.06
2012,194093,2.0,55828.49
2010,310603,2.3,45150.53
2024,10228,2.0,80451.44
2009,306842,4.9,61271.24
2018,139544,2.9,69779.1
2018,91128,4.5,78929.41
2015,109615,1.7,64310.31
2014,154931,3.8,70394.89
2001,320000,2.9,38757.94
2024,30588,3.7,88916.51
2009,143922,1.2,54824.31
2006,277542,3.3,47611.14
2005,248105,2.6,42396.26
2010,196078,1.2,46605.32
2016,91241,4.4,77127.8
2014,216693,1.6,48532.27
2022,48631,3.4,82587.18
2022,25178,1.7,71934.07
2009,217618,3.5,54880.37
2022,50765,3.0,82211.93
2018,119197,3.9,77890.45
2023,54252,4.4,85628.28
2000,224730,2.6,43818.77
2014,193560,3.6,65468.61
2016,98706,5.1,76857.82
2006,320000,1.7,39017.43
2017,111865,1.2,60196.02
2019,119493,4.1,77074.24
2003,214204,3.9,55266.76
2025,17940,1.1,78170.8
2025,14618,1.2,80286.3
2007,217666,1.4,46422.51
2005,210034,4.9,61733.53
2005,283007,4.6,52410.97
2000,320000,1.6,27219.02
2000,247937,2.6,34574.7
2008,157609,1.9,52965.42
2017,180171,3.4,63802.73
2018,153311,2.1,61577.41
2014,127144,1.4,55276.43
2017,170433,2.8,65800.11
2003,217004,4.5,52495.77
2026,0,5.0,95866.17
2005,320000,2.8,41164.21
2009,227773,2.5,54412.66
2017,123237,1.1,64168.15
2003,197950,1.1,44292.16
2011,248755,4.1,65200.71
2025,27005,3.9,98956.31
2006,320000,4.3,51670.93
2016,103077,2.1,65854.35
2016,93291,2.7,66505.11
2002,320000,2.8,36510.05
2001,320000,4.9,41626.5
2003,320000,2.8,39029.8
2000,320000,3.3,41371.43
2014,159726,4.2,65849.42
2007,241601,4.2,57715.33
2016,94269,1.7,61999.96
2007,304867,3.2,51696.2
2009,251924,3.2,55826.98
2002,282079,2.4,41431.52
2021,45729,1.6,72955.56
2003,320000,3.9,51109.72
2024,44906,3.7,86284.7
2004,320000,5.1,52499.17
2026,0,1.7,80231.72
2019,64589,4.5,79655.23
2022,60352,4.7,91700.11
2021,98267,1.8,69470.64
2012,258710,4.3,62073.43
2004,320000,1.0,27404.15
2018,158945,2.2,63977.52
2017,109120,1.0,64336.12
2021,61397,4.2,85634.09
2006,210593,2.1,49199.14
2022,68466,3.0,79562.69
2023,29495,4.2,89714.01
2019,89272,4.5,79970.92
2007,312969,2.4,45846.62
2006,238821,2.4,45563.65
2003,320000,2.8,42536.98
2022,74329,3.7,82749.39
2011,223440,4.2,63690.17
2008,245730,3.9,56238.5
2004,320000,2.2,42847.42
2013,168279,1.2,54057.94
2005,320000,2.4,44636.05
2022,86492,2.9,79146.95
2009,184070,2.0,53875.08
2012,232677,2.5,52093.8
2017,80469,4.9,84850.44
2018,146043,1.1,63300.98
2003,271639,3.6,48062.1
2002,317982,4.9,51114.95
2007,166869,3.1,48200.28
2020,73722,4.3,84447.66
2023,67581,1.8,70298.56
2026,0,1.2,86122.19
2007,303694,4.3,59575.83
2020,110223,3.6,78591.28
2004,310713,4.9,50021.19
2005,320000,2.5,39733.89
2014,196775,3.5,58882.59
2002,281725,2.8,43440.24
2000,320000,4.7,41723.84
2026,5857,4.2,97066.89
2021,105280,4.6,88336.36
2018,148012,1.8,70496.88
2006,162496,5.0,69188.28
2002,320000,3.7,45527.7
2003,320000,4.9,51792.07
2011,142231,1.9,51823.4
2021,40598,3.5,87162.28
2016,67474,3.6,76502.31
2022,83494,4.9,86849.4
2024,31702,4.2,92250.25
2019,65113,4.6,78361.98
2002,320000,3.2,35991.69
2006,320000,1.9,39523.79
2009,193240,3.4,59538.07
2014,212759,3.5,59090.49
2021,99578,3.1,77631.68
2026,0,4.2,93433.53
2026,21535,2.4,82998.77
2012,209996,3.2,57973.25
2026,2511,5.1,103210.38
2025,12024,2.9,81668.23
2004,320000,4.8,52000.99
2018,160315,1.3,63261.16
2011,200957,3.0,55178.46
2022,65952,3.1,75735.59
2023,37385,1.3,72975.06
2005,180311,3.6,52274.74
2016,151291,2.4,62479.09
2025,28980,4.9,94910.39
2018,80484,4.5,80719.02
2023,66,5.2,96419.33
2019,67677,3.8,82500.57
2021,103468,3.1,76060.21
2022,57754,1.2,74623.35
2025,24239,2.3,83121.69
2005,320000,3.3,46625.09
2021,79572,1.9,71665.6
2010,243602,5.2,60769.13
2015,184510,2.9,62027.53
2017,141141,1.3,64692.72
2017,133270,1.4,60241.48
2005,256138,3.6,47118.39
2022,31974,3.5,83911.75
2019,67919,4.3,82363.42
2020,107081,2.5,69525.38
2016,142304,3.2,70985.48
2015,146769,2.7,63755.9
2007,220943,2.9,51873.48
2016,171358,2.5,57704.25
2007,320000,4.8,52124.9
2023,27506,2.2,78658.07
2001,274204,5.0,48154.08
2000,320000,1.2,30869.19
2019,80421,2.9,71219.44
2019,128999,3.2,75576.97
2015,87116,3.9,73665.13
2015,160719,4.9,75964.01
2000,320000,2.0,34724.23
2022,86251,1.4,68860.87
2022,33415,5.0,96398.68
2005,171849,2.1,47253.63
2000,320000,1.3,30431.46
2014,159222,2.7,57946.05
2006,311399,3.5,47367.75
2003,319604,4.0,49520.54
2003,320000,1.4,35247.8
2017,100574,1.5,63052.63
2009,162945,1.7,53399.46
2020,120329,2.5,69364.95
2008,320000,1.1,44999.94
2016,194955,3.7,65431.35
2007,184196,1.9,42641.26
2014,231088,1.3,50722.8
2018,82434,3.6,82705.4
2009,196609,1.3,47476.62
2023,41523,1.9,83473.98
2017,119245,3.6,72049.91
2005,197311,3.0,53125.25
2024,46820,3.3,84831.52
2013,234689,4.8,64061.6
2019,96053,3.2,73011.47
2009,298248,4.0,60305.06
2000,320000,4.1,43581.87
2015,138409,1.5,62230.11
2013,129459,1.8,59094.27
2019,111023,2.1,66252.64
2019,93071,1.7,62353.97
2018,125039,2.6,65306.96
2013,289294,1.2,47231.77
2000,257039,2.4,42164.5
2015,181136,1.3,54736.56
2025,2506,4.6,98001.03
2024,20805,4.6,89995.21
2002,320000,1.5,34614.41
2023,70861,1.7,68978.98
2003,242292,4.4,55429.95
2002,244452,3.1,43091.43
2000,227528,3.3,47864.05
2013,180805,1.3,51215.05
2004,320000,2.0,33668.07
2016,116842,3.9,72003.2
2012,165789,3.3,61918.92
2023,51701,3.7,85869.0
2005,320000,3.2,41567.98
2007,320000,2.4,42642.39
2013,192079,4.3,66912.41
2003,233792,3.5,47687.77
2012,233975,1.0,54003.08
2016,174860,4.1,65766.03
2016,87253,1.9,67078.01
2012,257420,1.3,46721.96
2002,320000,3.5,48811.34
2006,175099,1.1,47862.58
2001,219132,5.2,51490.45
2025,30117,2.4,77206.65
2015,116737,4.5,71553.51
2008,233804,1.4,43965.25
2008,244535,1.1,41523.47
2001,268845,4.0,50861.71
2012,196695,2.1,57906.97
2001,259947,4.7,53875.06
2018,153213,2.9,68530.97
2005,163696,2.1,49230.89
2002,320000,3.8,48490.53
2003,320000,2.2,40151.62
2000,320000,5.0,42689.77
2010,302574,2.8,48535.23
2001,320000,3.6,37141.06
2002,246948,5.2,57172.88
2005,194250,3.6,57536.51
2015,151897,3.2,62747.05
2005,272203,1.1,39224.49
2011,283756,1.6,45931.91
2011,232370,2.9,55745.35
2016,181291,2.9,59897.14
2001,227561,1.0,37501.93
2026,13207,1.7,78997.1
2002,320000,4.6,49868.81
2026,0,4.3,91856.05
2007,271923,4.4,56197.88
2011,214928,3.6,58127.65
2001,252342,1.0,33407.52
2009,215946,3.3,53582.2
2024,48207,1.4,74084.46
2018,86012,1.1,65042.26
2016,180943,4.3,67933.54
2009,198286,2.4,49567.85
2025,30751,1.2,79094.23
2021,49798,4.7,87622.16
2006,320000,2.2,43887.45
2016,173437,1.1,57968.8
2010,138489,2.3,65412.92
2005,312098,1.8,40534.66
2017,115945,3.2,65456.55
2011,286391,2.1,49071.45
2002,226525,4.3,53220.79
2023,47494,2.4,80227.75
2016,171828,2.9,63863.05
2014,106582,1.5,58945.94
2026,0,1.9,81695.68
2019,116248,2.1,67469.2
2026,13246,3.2,81755.46
2019,117138,1.5,61748.92
2004,248829,2.8,46242.22
2013,199434,1.5,55237.17
2013,127452,4.8,74577.78
2007,241462,1.0,41485.64
2008,189418,1.7,45766.5
2016,178658,1.4,60836.08
2011,242556,1.7,49053.83
2003,216267,3.4,48078.55
2015,184707,2.6,62162.25
2016,178511,2.5,65362.54
2022,38610,1.1,73480.33
2002,320000,2.1,39772.23
2012,155301,4.4,73015.02
2024,29498,3.2,82677.19
2007,187198,4.7,63388.66
2020,116741,3.2,75437.76
2009,284827,3.9,58364.71
2004,320000,1.4,41738.31
2019,152280,1.4,59560.94
2021,13836,1.9,76398.34
2024,46013,1.3,74987.2
2019,132055,2.2,69415.75
2008,235219,1.7,41855.22
2019,62661,3.0,70962.79
2000,311430,4.9,48430.4
2009,153530,2.6,53962.56
2005,252766,4.0,52392.68
2014,136586,2.7,59994.81
2018,75640,4.2,78912.03
2015,178378,3.2,61845.1
2004,257609,5.1,54299.48
2010,316104,2.6,51382.04
2002,320000,2.0,36830.95
2015,112274,1.3,56158.27
2020,134825,1.2,64008.97
2006,218880,2.6,50869.74
2014,133564,3.7,69990.99
2023,39813,2.5,77506.56
2003,248814,4.9,53099.11
2025,9370,2.5,80486.0
2008,184140,2.9,50630.09
2008,279835,1.5,41945.19
2019,141529,2.2,68674.73
2009,320000,2.7,50561.86
2010,264916,1.9,49764.97
2005,320000,4.2,50972.11
2003,320000,3.2,39422.38
2023,37943,1.0,73295.15
2002,320000,1.5,31198.02
2004,229872,2.8,43902.87
2022,58115,1.7,71161.35
2021,73993,3.1,82199.81
2005,284761,4.8,54899.17
2022,39701,2.4,76143.0
2019,124960,3.4,69101.7
2008,276502,4.4,56810.89
2002,320000,1.6,34065.98
2020,87255,2.9,70832.66
2018,92956,3.1,71470.42
2012,189456,3.7,61436.75
2007,307055,3.0,43840.76
2009,283144,2.9,52380.18
2007,192397,4.0,59677.47
2024,56493,4.2,87210.33
2005,190299,3.1,48773.08
2012,246256,5.0,63375.51
2017,91548,4.3,78359.26
2001,231780,2.6,33674.0
2013,241262,1.1,47845.71
2017,164618,3.3,64618.69
2014,154947,1.2,60458.93
2017,152837,5.1,75563.25
2013,234333,5.2,65807.82
2017,137290,2.3,69605.29
2026,16077,1.2,79686.82
2009,201083,1.6,47140.47
2009,299479,4.1,58012.05
2018,105501,4.9,83803.72
2002,320000,1.7,36752.29
2007,320000,2.3,44528.97
2004,251284,5.1,56879.57
2012,172460,3.8,64786.14
2003,249882,5.2,52724.62
2005,295325,4.8,56825.11
2011,181509,4.3,64490.6
2016,152918,4.1,71497.56
2011,250385,3.0,56764.71
2021,59574,2.9,76453.26
2021,44381,4.5,86934.89
2002,320000,4.0,46322.61
2018,134486,2.7,68938.8
2000,320000,2.8,30913.93
2004,305760,3.7,48223.37
2020,89882,5.0,79507.93
2015,210721,2.0,57484.1
2008,300964,4.8,55531.07
2004,320000,3.6,44779.46
2008,156178,1.1,49494.44
2021,97278,3.4,70940.39
2015,158808,4.8,72409.21
2003,314970,4.8,54080.08
2013,159220,1.4,56541.91
2005,315033,5.2,51207.72
2003,220179,4.5,52209.46
2002,201749,3.7,51038.92
2020,49562,3.0,79370.0
2004,238115,3.3,44994.85
2004,294582,1.7,44250.77
2023,47023,1.6,74941.82
2022,91665,2.5,72748.56
2013,166910,2.9,58551.39
2020,120578,2.2,64467.84
2000,320000,2.4,42618.55
2004,320000,3.8,50354.64
2009,318618,2.6,48541.9
2020,86672,3.8,78218.71
2002,229334,3.9,54259.18
2017,123594,2.8,66290.67
2001,320000,1.4,29316.72
2026,0,3.3,94011.98
2005,160851,4.5,62984.29
2019,136907,4.5,78116.02
2016,164600,3.6,69856.01
2010,270200,1.9,49404.07
2020,109074,2.8,68716.8
2016,114932,4.0,71633.84
2012,131606,3.0,60525.33
2017,173625,5.1,76464.07
2007,320000,3.3,45239.48
2020,84843,3.8,77037.75
2018,135857,2.4,63321.19
2012,144153,3.5,66962.16
2017,118665,1.4,61607.44
2022,63395,4.2,85991.01
2017,154069,1.8,65076.27
2007,158916,2.5,58958.12
2007,150716,2.0,52619.87
2026,7135,3.7,93894.83
2021,81702,1.6,74090.09
2008,204144,1.5,48577.09
2019,100972,3.0,72610.6
2001,317097,2.6,35603.55
2018,150618,1.4,59293.28
2005,288419,2.2,45176.73
2008,163474,1.6,44714.83
2025,13822,3.5,91075.27
2003,320000,4.7,52105.15
2021,44602,3.4,82969.95
2010,126505,2.8,58656.02
2011,232448,3.8,64536.04
2012,272675,4.4,61084.04
2024,6899,3.2,87594.14
2013,223553,4.7,65479.81
2006,320000,2.4,42324.7
2000,238210,4.5,51302.55
2006,319916,5.1,59063.27
2004,189552,3.4,58998.89
2003,259016,5.1,57903.58
2026,0,1.4,87955.51
2011,172574,4.2,69900.2
2026,0,2.7,90185.04
2013,85287,4.7,74956.75
2005,320000,1.6,33849.44
2003,210800,2.9,44413.65
2020,89905,4.1,81612.72
2003,320000,4.3,47979.08
2001,269001,1.5,30238.7
2010,222044,4.1,61196.91
2008,259750,1.8,51646.58
2006,320000,1.9,36426.93
2013,121488,1.0,55635.0
2015,100682,3.7,70480.12
2011,169717,1.4,54931.58
2014,105029,4.9,75430.4
2018,120190,4.1,76751.29
2004,195621,2.5,46803.51
2009,285654,1.3,45594.42
2000,320000,4.7,48719.16
2026,0,3.4,86299.34
2017,73297,2.5,69220.38
2021,41387,4.6,87643.91
2020,106680,3.5,75813.08
2000,320000,4.3,43806.97
2013,212095,4.0,64608.94
2023,20775,2.2,81608.42
2015,107085,3.1,69437.98
2016,99549,2.9,68930.33
2025,48610,2.6,86601.2
2020,121353,4.0,80223.47
2020,58543,3.9,81590.04
2021,78505,3.0,74725.15
2009,309362,3.2,51960.14
2026,2120,2.5,83420.86
2022,50320,3.1,74906.55
2000,320000,2.2,39253.92
2014,169158,4.7,72303.63
2006,320000,4.2,50356.55
2014,182848,3.6,65549.72
2021,103724,4.8,84010.17
2018,160776,4.9,78409.12
2021,57740,4.8,74074.92
2011,302846,2.8,53122.89
2002,320000,1.3,32184.72
2023,43791,4.3,88147.84
2002,204678,4.1,47218.42
2004,223093,3.1,39266.16
2019,60709,2.4,69125.26
2011,187938,4.1,65231.73
2012,206618,3.7,66630.96
2001,226172,4.9,53178.62
2004,207542,4.4,61992.24
2019,100657,1.1,62080.73
2015,125791,4.8,81033.82
2007,246290,1.3,43729.75
2010,224594,4.6,68361.21
2011,231302,1.2,46607.11
2024,0,2.2,84482.1
2023,47776,1.9,76962.27
2012,217439,2.3,52720.67
2005,273110,2.8,45309.13
2015,187796,4.9,72182.45
2000,231158,2.2,46400.22
2017,156627,3.3,68235.14
2015,199765,5.1,78106.52
2024,34003,3.6,92758.4
2011,253346,4.5,70708.9
2015,165150,1.2,56272.97
2001,320000,2.3,32789.38
2022,78521,1.3,69963.94
2007,219313,5.1,59059.29
2020,71910,3.8,83595.88
2006,248868,5.1,61618.79
2009,177514,4.8,70219.5
2007,183104,2.8,49795.09
2024,10265,1.9,83300.43
2021,68121,2.2,72006.97
2019,81109,4.5,84326.22
2008,266939,3.4,51015.59
2019,90546,4.8,86850.71
2013,182076,3.3,62183.77
2019,89751,5.2,86362.34
2007,173583,2.2,48482.38
2014,188146,3.3,62587.94
2025,3761,2.5,81538.34
2002,222507,3.8,44415.92
2020,122800,2.0,65794.22
2018,104896,2.6,69876.29
2011,131977,2.6,55638.35
2024,49546,4.3,87649.79
2019,99227,4.5,77773.23
2014,162452,3.9,71478.67
2008,251355,2.6,49436.95
2018,105153,3.9,78986.61
2002,320000,3.3,39564.37
2006,260087,3.8,56677.62
2011,169045,2.3,55390.08
2006,155068,5.0,62890.7
2015,203646,4.5,71069.87
2023,0,4.7,95923.98
2009,246537,1.6,43436.21
2010,190850,3.0,59236.61
2010,132078,1.2,51049.89
2019,97821,1.2,64181.85
2019,69022,4.9,83918.68
2006,297156,3.6,54240.03
2024,43221,1.9,79714.1
2017,152918,1.2,59521.27
2024,24242,1.0,77878.97
2023,39879,4.3,86305.85
2015,184797,3.0,64182.65
2019,120693,3.1,71878.97
2016,142554,1.8,61131.42
2016,186143,2.6,57776.38
2014,222067,1.7,59085.04
2006,203183,2.6,43804.51
2010,184988,3.9,62710.35
2019,90904,4.1,82589.91
2019,84881,2.4,68373.97
2012,193056,4.4,69810.43
2003,216341,5.1,54641.97
2003,221423,4.6,55339.73
2024,16725,3.3,86978.84
2003,320000,4.4,55671.42
2007,320000,2.2,42392.04
2001,238501,4.0,45606.44
2005,183882,3.5,51616.6
2022,38269,2.7,78595.69
2007,169765,3.6,55859.75
2022,24098,2.4,77451.88
2021,38875,4.1,88226.27
2018,98797,4.8,80717.41
2007,275343,4.0,55424.54
2026,5058,4.0,93487.66
2016,143930,1.9,56501.74
2020,106148,3.4,68877.64
2009,272052,1.9,49717.56
2017,102057,4.3,83020.92
2017,94985,4.6,77860.05
2016,135520,1.9,58022.64
2015,181056,3.3,61533.85
2018,125303,3.4,69485.63
2026,0,4.8,93223.4
2023,66072,5.1,89388.86
2008,144590,4.8,66306.01
2024,15937,3.6,91906.47
2009,157283,1.3,49866.73
2006,257072,2.2,50567.01
2005,220756,1.3,37771.24
2018,121075,3.9,78736.55
2012,131016,3.1,65168.86
2022,76861,1.7,66443.57
2022,84254,2.3,76496.88
2014,145099,4.3,65345.54
2005,237611,1.1,41779.52
2003,320000,2.9,40966.12
2025,12803,1.6,77696.13
2008,320000,1.8,40963.33
2000,320000,2.9,41192.55
2010,210558,1.8,49081.43
2021,55466,4.6,89335.97
2002,320000,5.2,51435.08
2018,123036,4.4,78397.71
2011,104709,3.8,72308.05
2024,35946,1.3,75296.93
2012,179631,2.9,55405.56
2014,148898,2.9,59239.14
2012,141945,3.3,61359.95
2018,147763,2.0,60233.6
2001,320000,3.9,42786.58
2001,320000,1.8,27807.71
2015,202186,3.6,66995.75
2010,152860,1.6,54381.18
2004,320000,4.6,52535.35
2020,58063,1.2,68307.42
2020,43269,1.1,73572.39
2002,320000,4.3,48320.69
2004,320000,4.5,50036.01
2021,59281,4.2,88291.69
2012,130295,4.1,62788.26
2008,169144,2.6,52296.04
2014,212088,1.5,57719.82
2009,231291,2.4,49783.95
2002,320000,1.4,42660.72
2017,99592,3.3,71428.9
2018,100099,5.2,81426.73
2002,201130,3.3,45832.49
2006,318853,1.3,40589.47
2016,181872,3.3,61807.11
2020,116153,1.7,69406.48
2024,22512,5.0,95043.15
2016,110978,1.8,57430.76
2002,320000,3.5,45073.05
2009,257968,2.6,48705.09
2006,212729,1.1,43645.55
2026,10322,1.2,79435.67
2000,259537,3.3,40266.43
2010,247809,3.8,63444.31
2013,251074,5.0,67003.6
2008,186422,4.6,62316.67
2019,128357,1.5,64087.33
2003,185815,1.8,42091.62
2025,7848,2.3,81953.61
2010,211877,4.1,59746.69
2009,146572,2.0,56718.19
2024,24055,2.7,83492.06
2004,204894,3.5,53844.54
2012,148599,3.4,60307.17
2000,233402,1.9,35601.86
2013,233563,3.7,60762.8
2008,288354,5.0,58114.87
2019,81092,2.8,72576.24
2013,220674,3.7,61551.22
2016,183740,3.8,71025.52
2024,27122,3.5,89111.54
2025,7736,4.2,90000.54
2005,291673,1.0,40124.67
2013,188373,3.2,61914.58
2021,81277,1.3,72017.74
2003,320000,2.9,39830.98
2012,206349,4.9,68283.93
2015,175680,1.3,62697.03
2023,52947,3.7,83522.37
2002,320000,2.0,37580.32
2023,46557,2.3,79552.5
2006,320000,3.3,46935.51
2023,22256,4.8,93012.37
2017,143564,3.0,65974.89
2010,194632,4.4,61796.01
2003,299132,2.1,41998.51
2009,320000,2.1,45660.75
2019,57905,4.5,81429.54
2005,242217,1.3,35962.29
2018,115149,5.2,81603.65
2006,220983,5.0,60948.23
2002,320000,1.2,28518.39
2016,123635,1.2,53038.95
2021,80693,1.2,69615.74
2025,8778,3.0,84076.84
2013,179350,4.1,66603.18
2016,120034,1.3,59012.08
2018,98654,3.9,75522.33
2011,280870,4.2,62059.29
2000,320000,1.6,32978.01
2006,238610,2.1,44722.48
2010,303422,1.9,43694.14
2017,125088,3.3,71067.24
2008,301801,3.7,55516.83
2005,260722,4.7,55527.19
2024,9045,4.7,95046.04
2002,320000,2.1,31085.03
2021,74537,2.5,70211.8
2002,320000,3.6,44759.36
2008,181036,5.2,63778.79
2022,64643,1.5,70201.03
2022,42029,5.1,93874.06
2010,253020,2.6,47717.43
2000,320000,1.5,33684.25
2025,18750,5.0,97838.4
2023,39267,2.5,79077.37
2013,226522,2.8,57661.83
2000,320000,3.9,44217.64
2018,92730,4.2,77019.39
2021,83138,2.0,72616.03
2022,54165,2.2,75915.36
2019,142939,1.9,66276.22
2023,32489,3.1,86029.0
2013,119743,2.7,63481.31
2004,320000,2.5,37499.17
2018,139121,4.3,72251.88
2005,298742,2.6,44117.32
2017,160503,1.6,58007.55
2004,320000,5.1,48980.59
2001,320000,5.2,56455.74
2012,168882,3.4,58930.07
2015,113055,4.1,65596.6
2004,215151,4.4,53795.48
2021,84711,3.4,73223.79
2017,177080,3.7,71923.7
2021,78730,3.0,75014.39
2009,221761,4.2,61185.65
2017,90492,4.3,79233.75
2026,0,4.7,91767.87
2004,320000,2.2,40844.18
2022,45787,4.4,89561.62
2016,152720,3.3,69159.61
2019,131606,3.9,76192.84
2016,74205,3.0,68299.7
2018,133208,2.3,63261.04
2021,32383,5.2,88671.63
2001,320000,2.1,32262.38
2000,256012,4.8,48441.92
2002,320000,5.2,49204.89
2025,30486,1.1,75468.48
2011,255465,4.3,64094.59
2026,0,4.9,99972.41
2024,16830,2.1,78767.22
2009,145990,1.7,51954.74
2002,320000,1.1,34269.14
2022,82400,2.0,70296.53
2011,149347,1.0,52846.7
2008,201230,2.9,45774.66
2021,97063,2.2,70677.76
2013,235992,5.1,64263.5
2008,208246,4.9,66274.15
2010,230871,4.7,63014.39
2025,144,1.5,82391.52
2008,320000,4.4,54329.45
2025,17095,1.3,78122.76
2015,100552,1.3,62022.02
2001,299029,2.7,42253.0
2003,201708,2.1,41198.61
2016,168187,1.1,58216.22
2003,309582,2.5,43179.22
2003,320000,1.9,38829.41
2012,139323,1.5,49684.83
2011,121789,2.6,58804.13
2025,21153,4.3,90052.93
2024,24348,3.4,84211.61
2025,7489,4.1,90430.76
2001,277300,3.6,47777.72
2021,118195,4.4,80096.3
2025,17334,2.2,80919.88
2016,121018,3.4,66950.65
2026,4721,2.9,84036.52
2021,103719,3.1,74291.78
2018,124617,1.9,63407.73
2010,213711,3.3,55006.65
2009,264270,4.6,53416.77
2010,303491,3.1,50559.54
2006,182584,2.0,43088.38
2015,194144,4.7,72527.68
2011,298701,1.3,41816.99
2008,154910,4.7,69785.93
2004,320000,4.4,53958.6
2013,100268,2.0,60123.71
2000,320000,1.1,23058.2
2010,197311,1.3,46978.02
2001,320000,1.1,29426.51
2009,245235,5.0,60151.23
2017,100361,5.0,80098.89
2017,109987,1.3,58865.45
2000,320000,4.3,47131.75
2019,74415,3.3,74255.35
2008,257703,1.4,46471.25
2012,241432,4.7,63359.97
2018,64142,2.0,71280.48
2000,320000,4.4,46852.54
2004,209653,3.7,55695.25
2004,224952,2.0,44395.54
2008,188000,2.4,48514.67
2000,320000,2.7,32741.9
2000,311114,2.4,37544.2
2013,211882,4.4,69068.02
2003,320000,2.7,42108.24
2011,182261,2.5,51404.27
2006,320000,2.5,41709.87
2026,0,1.8,80025.74
2003,320000,2.4,36402.5
2012,266600,1.7,45053.35
2012,185641,2.6,61551.45
2019,54672,2.7,76273.06
